CGMP;Nome;Longitude;Latitude
6539;Posto Shell Pedrazzoli;-49.263744354248;-25.4684600830078
6540;Posto Shell Marcos Venicio Scripes;-49.251064;-25.4386014
6541;Posto Shell Picheth;-49.2740936279297;-25.5120887756348
6542;Posto Shell Ducati;-49.2564544677734;-25.3914470672607
6543;Posto Shell Gisela;-49.2497177124023;-25.4994068145752
6544;Posto Shell Premiere;-49.3273391723633;-25.4355926513672
6546;Posto Shell Perola;-49.2679252624512;-25.4434986114502
6549;Posto Shell Farol do Parque;-49.343074798584;-25.4300270080566
6550;Posto Shell Jardim Botanico;-49.2476768493652;-25.4466514587402
6551;Posto Shell Banc;-51.1591567993164;-23.3422393798828
6552;Posto Shell Thiago Vinicius;-51.1863784790039;-23.3005352020264
6553;Posto Shell Monza;-43.0316696166992;-22.9467258453369
6562;Posto Shell Petrogil;-51.9179649353027;-23.3959217071533
6563;Posto Shell Sao Jose 3;-51.9374160766602;-23.4276027679443
6564;Posto Shell MLL;-48.5520248413086;-25.5521106719971
6566;Posto Shell Artigas;-49.1793937683105;-25.4510364532471
6567;Posto Shell NSL;-49.1677703857422;-25.436206817627
6568;Posto Shell Paraiso Lubrificantes;-44.4372062683105;-22.460018157959
6570;Posto Shell Cupim;-49.1722373962402;-25.609546661377
6571;Posto Shell Rio Lima;-43.3174819946289;-22.836784362793
6575;Posto Shell Santa Amalia;-43.6710929870605;-22.4099617004395
6576;Posto Shell Avenida Central de Iraja;-43.565357208252;-22.9238033294678
6577;Posto Shell Casaca;-42.9994506835938;-22.5633792877197
6578;Posto Shell LK Vila Universitaria;-49.0538139343262;-22.3353710174561
6580;Posto Shell Galapagos;-43.3512153625488;-22.8017559051514
6581;Posto Shell Big Aço;-44.0861701965332;-22.5115299224854
6591;Posto Shell ALG;-43.2584114074707;-22.8721122741699
6593;Posto Shell Monte Santo;-47.4079437255859;-23.4176025390625
6594;Posto Shell Luches;-48.4516677856445;-22.9245567321777
6595;Posto Shell A P F;-44.0876502990723;-22.5124320983887
6596;Posto Shell Abreu Dois;-42.9837417602539;-22.7848281860352
6598;Posto Shell LK Vila Falcao I;-49.0855484008789;-22.331033706665
6600;Posto Shell Barra Cachamorra;-43.5539932250977;-22.927490234375
6602;Posto Shell JB Caxias;-43.2863540649414;-22.6785335540771
6603;Posto Shell Vitoria 040;-43.2285804748535;-22.5168476104736
6604;Posto Shell Forgerini e Inouye São Carlos ;-47.867431640625;-22.0105304718018
6605;Posto Shell Morro Azul de Itatiba;-46.7489013671875;-23.0290908813477
6606;Posto Shell Colina Aracatuba;-50.4446220397949;-21.2255001068115
6609;Posto Shell Forgerine e Inouye Itirapina;-47.7402610778809;-22.2310695648193
6610;Posto Shell Cardoso Castro;-43.4084548950195;-22.8215026855469
6611;Posto Shell Gran Penha;-46.5262031555176;-23.5221843719482
6612;Posto Shell Abreu;-43.0736083984375;-22.8137836456299
6620;Posto Shell Automix;-46.5771064758301;-23.6905345916748
6622;Posto Shell Manguinhos de Buzios;-41.9285278320313;-22.774227142334
6623;Posto Shell Boa Viagem Friburgo;-42.5267562866211;-22.2953567504883
6625;Posto Shell Bola Pesada;-46.6570091247559;-23.6123104095459
6627;Posto Shell LG;-47.0722808837891;-22.8815288543701
6628;Posto Shell Almeida e L.Oveira;-47.096321105957;-22.9103870391846
6629;Posto Shell Bolla Branca;-45.9007759094238;-23.2230644226074
6630;Posto Shell Santa Luzia Atibaia;-46.5802726745605;-23.1172657012939
6634;Posto Shell Santana Sao Jose dos Campos;-45.8946685791016;-23.1637096405029
6652;Posto Shell Parambos;-46.618522644043;-23.6123180389404
6653;Posto Shell Beraldo;-46.5456352233887;-23.6473255157471
6654;Posto Shell Eco Posto;-46.6665992736816;-23.6155242919922
6655;Posto Shell Sol da Dutra;-45.6308135986328;-23.1021041870117
6656;Auto Posto Belezura;-46.5836791992188;-23.5338306427002
6657;Posto Shell Via Ponte;-43.1149482727051;-22.8878078460693
6658;Posto Shell Mike;-46.6168518066406;-23.6857376098633
6659;Posto Shell Jardim Marajoara;-46.6859741210938;-23.6600799560547
