0;1473724800;6450;TASK0132972;ASBUILT;RJ01
0;1476057600;6024;TASK0140808;ASBUILT;SP02
0;1476057600;6072;TASK0140805;ASBUILT;SP01
0;1476057600;6356;TASK0140809;ASBUILT;SP06
0;1476057600;6404;TASK0140812;ASBUILT;SP05
0;1476057600;6406;TASK0140814;ASBUILT;SP05
0;1476057600;6567;TASK0140845;ASBUILT;PR01
0;1476057600;6622;TASK0140804;ASBUILT;RJ01
0;1476144000;6307;TASK0141290;ASBUILT;SP02
0;1476144000;6465;TASK0141292;ASBUILT;SP05
0;1476144000;6468;TASK0141291;ASBUILT;SP05
0;1476230400;6010;;ASBUILT;SP02
0;1476230400;6091;;ASBUILT;SP03
0;1476230400;6189;;ASBUILT;SP02
0;1476316800;6079;TASK0141289;ASBUILT;SP01
0;1476662400;6100;TASK0142653;ASBUILT;SP01
0;1476662400;6294;TASK0142675;ASBUILT;SP06
0;1476662400;6379;TASK0142656;ASBUILT;SP02
0;1476662400;6393;TASK0142878;ASBUILT;SOR01
0;1476662400;6398;TASK0142658;ASBUILT;SP05
0;1476662400;6402;TASK0142672;ASBUILT;SP05
0;1476662400;6570;TASK0142635;ASBUILT;PR01
0;1476662400;6581;TASK0142637;ASBUILT;RJ01
0;1476748800;6011;TASK0142664;ASBUILT;SP01
0;1476748800;6036;TASK0143132;ASBUILT;SP02
0;1476748800;6268;;ASBUILT;SP02
0;1476748800;6268;TASK0143130;ASBUILT;SP02
0;1476748800;6512;TASK0143257;ASBUILT;SOR01
0;1476748800;6562;TASK0143117;ASBUILT;PR01
0;1476748800;6563;TASK0143120;ASBUILT;PR01
0;1476748800;6653;TASK0143128;ASBUILT;SP01
0;1476835200;6220;TASK0143125;ASBUILT;SOR01
0;1476835200;6224;TASK0143549;ASBUILT;SP01
0;1476835200;6330;TASK0143553;ASBUILT;SP06
0;1476835200;6575;TASK0143547;ASBUILT;RJ01
0;1476921600;6040;;ASBUILT;SP01
0;1476921600;6040;TASK0143928;ASBUILT;SP02
0;1476921600;6199;TASK0142662;ASBUILT;SP06
0;1476921600;6499;TASK0143932;ASBUILT;RJ01
0;1476921600;6525;TASK0143930;ASBUILT;RJ01
0;1476921600;6628;TASK0142660;ASBUILT;SP06
0;1477008000;6210;TASK0144296;ASBUILT;SP06
0;1477008000;6401;TASK0144259;ASBUILT;SP05
0;1477008000;6476;TASK0144338;ASBUILT;RJ01
0;1477094400;6553;TASK0144680;ASBUILT;RJ01
0;1477267200;6092;TASK0144735;ASBUILT;SP02
0;1477267200;6238;TASK0144729;ASBUILT;SOR01
0;1477267200;6308;TASK0144741;ASBUILT;SP06
0;1477267200;6356;TASK0144739;ASBUILT;SP06
0;1477267200;6436;TASK0144726;ASBUILT;RJ02
0;1477267200;6473;TASK0144725;ASBUILT;RJ01
0;1477267200;6503;TASK0144733;ASBUILT;SP02
0;1477267200;6510;TASK0144738;ASBUILT;SP05
0;1477353600;6216;TASK0145279;ASBUILT;SP06
0;1477353600;6291;TASK0145278;ASBUILT;SP06
0;1477353600;6362;TASK0145276;ASBUILT;SP06
0;1477353600;6450;TASK0145230;ASBUILT;RJ01
0;1477353600;6466;TASK0145206;ASBUILT;SP05
0;1477353600;6505;TASK0145229;ASBUILT;RJ02
0;1477353600;6509;TASK0145203;ASBUILT;SP05
0;1477353600;6533;TASK0145171;ASBUILT;PR01
0;1477440000;6006;TASK0145610;ASBUILT;SP02
0;1477440000;6011;TASK0145619;ASBUILT;SOR01
0;1477440000;6020;TASK0145617;ASBUILT;SOR01
0;1477440000;6038;TASK0145606;ASBUILT;SP01
