6261;Posto Shell Carlu;OK;09/03/17;OK;;09/03/17;09/03/17;;;;
6189;Posto Shell Zonta;OK;10/03/17;OK;;10/03/17;10/03/17;10/03/17;;;
6079;Posto Shell Agua funda 1;OK;OK;OK;;OK;OK;;;OK;OK
6006;Posto Shell Agua Espraiada;OK;OK;OK;;OK;OK;;;;
6115;Posto Shell 2002;17/03/17;16/03/17;OK;;17/03/17;17/03/17;;;16/03/17;
6050;Posto Shell BAP;20/03/17;OK;OK;;20/03/17;20/03/17;;20/03/17;;
6021;Posto Shell Monte Carlo;22/03/17;22/03/17;22/03/17;;22/03/17;22/03/17;OK;;;
6053;Posto Shell Via Sul;23/03/17;23/03/17;OK;;23/03/17;23/03/17;OK;;;
6023;Posto Shell ABV;OK;OK;OK;;OK;OK;OK;;;
6218;Posto Shell Gaivota;29/03/17;29/03/17;29/03/17;;29/03/17;29/03/17;;;;
6027;Posto Shell Status do Panamby;30/03/17;30/03/17;30/03/17;;30/03/17;30/03/17;;;;
6047;Posto Shell JJ;03/04/17;OK;03/04/17;;03/04/17;03/04/17;;;;
6264;Posto Shell Arinella Brooklin;05/04/17;05/04/17;05/04/17;;05/04/17;05/04/17;;;04/04/17;
6099;Posto Shell Jardim 10;06/04/17;06/04/17;06/04/17;;06/04/17;06/04/17;;06/04/17;;
6129;Posto Shell Roan;10/04/17;10/04/17;OK;;10/04/17;10/04/17;;;;
6168;Posto Shell Vida Nova;12/04/17;12/04/17;12/04/17;;12/04/17;12/04/17;12/04/17;;;
6160;Posto Shell Isola;19/04/17;19/04/17;19/04/17;;19/04/17;19/04/17;;;;
6238;Posto Shell Formula Shell;24/04/17;24/04/17;24/04/17;;OK;24/04/17;;;;
6187;Posto Shell Mara Miru;26/04/17;26/04/17;26/04/17;;26/04/17;26/04/17;;;;
6085;Posto Shell Alcantara;27/04/17;OK;27/04/17;;27/04/17;27/04/17;27/04/17;;;
6155;Posto Shell Antonio Paes;03/05/17;OK;03/05/17;;03/05/17;03/05/17;03/05/17;;;
6244;Posto Shell EG;04/05/17;04/05/17;04/05/17;;04/05/17;04/05/17;;04/05/17;;
6224;Posto Shell Grand Prix;08/05/17;08/05/17;08/05/17;OK;08/05/17;OK;;;;
6253;Posto Shell BE;10/05/17;10/05/17;OK;;10/05/17;10/05/17;OK;;;
6324;Posto Shell Bela Vista;11/05/17;OK;11/05/17;;11/05/17;11/05/17;;;;
6351;Posto Shell Jupia;15/05/17;OK;OK;;15/05/17;15/05/17;15/05/17;;;
6413;Posto Shell Hiperion;17/05/17;17/05/17;17/05/17;;17/05/17;17/05/17;;;;
6521;Posto Shell Duque Moema;18/05/17;18/05/17;18/05/17;;18/05/17;18/05/17;;;;
6052;Posto Shell Ponto Solar;22/05/17;22/05/17;22/05/17;;22/05/17;22/05/17;;;;
6070;Posto Shell Paraki;24/05/17;24/05/17;24/05/17;;24/05/17;24/05/17;;;;
6072;Posto Shell Tonicar;25/05/17;25/05/17;25/05/17;;25/05/17;25/05/17;;;;
6083;Posto Shell Via 10;29/05/17;29/05/17;29/05/17;;29/05/17;29/05/17;;;;
6185;Posto Shell Duque Berrini;31/05/17;31/05/17;31/05/17;;31/05/17;31/05/17;;;;
6208;Posto Shell Joruhi;01/06/17;01/06/17;01/06/17;;01/06/17;01/06/17;;;;
6217;Posto Shell Savemo;05/06/17;05/06/17;05/06/17;;05/06/17;05/06/17;05/06/17;;;
6242;Posto Shell Portal do Paraiso;07/06/17;07/06/17;07/06/17;;07/06/17;07/06/17;;;;07/06/17
6245;Posto Shell Campo limpo;08/06/17;08/06/17;08/06/17;;08/06/17;08/06/17;;08/06/17;;
6257;Posto Shell Santo Eduardo;12/06/17;12/06/17;12/06/17;;12/06/17;12/06/17;;;;
6035;Posto Shell Mascote;19/06/17;19/06/17;19/06/17;;19/06/17;19/06/17;;;;
6250;Posto Shell Riolis;21/06/17;21/06/17;21/06/17;;21/06/17;21/06/17;;;;
6268;Posto Shell Gôndola;22/06/17;OK;22/06/17;;22/06/17;22/06/17;OK;;;
6652;Posto Shell Parambos;26/06/17;OK;OK;;26/06/17;26/06/17;OK;;;
6659;Posto Shell Jardim Marajoara;27/06/17;OK;27/06/17;;27/06/17;27/06/17;;;;
6088;Posto Shell Estonia 5;OK;OK;OK;;OK;OK;;;;
6036;Posto Shell Mash;OK;22/02/17;OK;;22/02/17;22/02/17;;;;
6107;Posto Shell ABD;OK;OK;OK;;OK;17/02/17;;;;
6534;Posto Shell Alameda Sacoma;23/01/17;23/01/17;OK;;OK;23/01/17;OK;;;
6503;Posto Shell Arigato;26/04/17;OK;26/04/17;;26/04/17;26/04/17;26/04/17;;;
6181;Posto Shell Portal Mogi;OK;01/03/17;OK;;01/03/17;01/03/17;;;;
6086;Posto Shell Cinadis;OK;02/03/17;OK;;02/03/17;02/03/17;;;;
6289;Posto Shell Turismo 2;06/03/17;OK;OK;;OK;06/03/17;;;;
6104;Posto Shell Estonia;08/03/17;08/03/17;08/03/17;;OK;08/03/17;08/03/17;;;
6653;Posto Shell Beraldo;OK;09/03/17;09/03/17;;09/03/17;09/03/17;09/03/17;;;
6223;Posto Shell Novo Ouro Negro;13/03/17;OK;13/03/17;;OK;13/03/17;;;;
6080;Posto Shell Turismo;15/03/17;OK;15/03/17;;15/03/17;15/03/17;;;;
6121;Posto Shell Novo Milenio;OK;OK;OK;;16/03/17;16/03/17;;OK;;
6348;Posto Shell Pedro Lessa;20/03/17;OK;OK;;OK;20/03/17;OK;;;
6138;Posto Shell Estonia 3;OK;OK;OK;OK;OK;OK;;;21/03/17;
6658;Posto Shell Mike;27/03/17;27/03/17;OK;;OK;27/03/17;;;;
6124;Posto Shell La Caniza;29/03/17;29/03/17;OK;;29/03/17;29/03/17;OK;;;
6254;Posto Shell Padocka;OK;31/03/17;31/03/17;;31/03/17;31/03/17;;;30/03/17;
6078;Posto Shell Star Red;03/04/17;OK;OK;;OK;03/04/17;;;;
6071;Posto Shell Oitenta;05/04/17;05/04/17;OK;;05/04/17;05/04/17;;;;
6504;Posto Shell Delta Mar;OK;OK;OK;;06/04/17;06/04/17;;;;
6335;Posto Shell Quality Supra;10/04/17;OK;10/04/17;;OK;10/04/17;;;;
6101;Posto Shell Estonia 2;12/04/17;12/04/17;12/04/17;;12/04/17;12/04/17;;;;
6494;Posto Shell Gasparzinho;OK;OK;OK;;17/04/17;17/04/17;;;;
6103;Posto Shell Tao Set;19/04/17;19/04/17;19/04/17;;19/04/17;19/04/17;;;;
6421;Posto Shell Sao Bernardo;OK;OK;OK;;24/04/17;24/04/17;;;;
6109;Posto Shell Avenida dos estados;OK;OK;OK;;OK;OK;26/04/17;;;
