1471824000;6
1471910400;6
1471996800;6
1472083200;6
1472169600;6
1472256000;3
1472428800;6
1472515200;6
1472601600;6
1472688000;6
1472774400;6
1472860800;3
1473033600;6
1473120000;6
1473206400;6
1473292800;6
1473379200;6
1473465600;3
1473638400;6
1473724800;6
1473811200;6
1473897600;6
1473984000;6
1474070400;3
1474243200;6
1474329600;6
1474416000;6
1474502400;6
1474588800;6
1474675200;3
1474848000;6
1474934400;6
1475020800;6
1475107200;6
1475193600;6
1475280000;3
1475452800;7
1475539200;7
1475625600;7
1475712000;7
1475798400;7
1475884800;3
1476057600;7
1476144000;7
1476230400;7
1476316800;7
1476403200;7
1476489600;3
1476662400;7
1476748800;7
1476835200;7
1476921600;7
1477008000;7
1477094400;3
1477267200;7
1477353600;7
1477440000;7
1477526400;7
1477612800;7
1477699200;3
1477872000;7
1477958400;8
1478044800;8
1478131200;8
1478217600;8
1478304000;4
1478476800;8
1478563200;8
1478649600;8
1478736000;8
1478822400;8
1478908800;4
1479081600;8
1479168000;8
1479254400;8
1479340800;8
1479427200;8
1479513600;4
1479686400;8
1479772800;8
1479859200;8
1479945600;8
1480032000;8
1480118400;4
1480291200;8
1480377600;8
1480464000;8
1480550400;8
1480636800;8
1480723200;4
1480896000;8
1480982400;8
1481068800;8
1481155200;8
1481241600;8
1481328000;4
1481500800;8
1481587200;8
1481673600;8
1481760000;8
1481846400;8
1481932800;4
1482105600;8
1482192000;8
1482278400;8
1482364800;8
1482451200;8
1482537600;4
1482710400;8
1482796800;8
1482883200;8
1482969600;8
1483056000;8
1483142400;4
1483315200;8
1483401600;8
1483488000;8
1483574400;8
1483660800;8
1483747200;4
1483920000;8
1484006400;8
1484092800;8
1484179200;8
1484265600;8
1484352000;4
1484524800;8
1484611200;8
1484697600;8
1484784000;8
1484870400;8
1484956800;4
1485129600;8
1485216000;8
1485302400;8
1485388800;8
1485475200;8
1485561600;4
1485734400;8
1485820800;8
1485907200;7
1485993600;7
1486080000;7
1486166400;3
1486339200;7
1486425600;7
1486512000;7
1486598400;7
1486684800;7
1486771200;3
1486944000;7
1487030400;7
1487116800;7
1487203200;7
1487289600;7
1487376000;3
1487548800;7
1487635200;7
1487721600;7
1487808000;7
1487894400;7
1487980800;3
1488153600;7
1488240000;7
1488326400;8
1488412800;8
1488499200;8
1488585600;4
1488758400;8
1488844800;8
1488931200;8
1489017600;8
1489104000;8
1489190400;4
1489363200;8
1489449600;8
1489536000;8
1489622400;8
1489708800;8
1489795200;4
1489968000;8
1490054400;8
1490140800;8
1490227200;8
1490313600;8
1490400000;4
1490572800;8
1490659200;8
1490745600;8
1490832000;8
1490918400;8
1491004800;4
1491177600;8
1491264000;8
1491350400;8
1491436800;8
1491523200;8
1491609600;8
1491782400;8
1491868800;8
1491955200;8
1492041600;8
1492128000;8
1492214400;4
1492387200;8
1492473600;8
1492560000;8
1492646400;8
1492732800;8
1492819200;4
1492992000;8
1493078400;8
1493164800;8
1493251200;8
1493337600;8
1493424000;4
1493596800;7
1493683200;7
1493769600;7
1493856000;7
1493942400;7
1494028800;3
1494201600;7
1494288000;7
1494374400;7
1494460800;7
1494547200;7
1494633600;3
1494806400;7
1494892800;7
1494979200;7
1495065600;7
1495152000;7
1495238400;3
1495411200;7
1495497600;7
1495584000;7
1495670400;7
1495756800;7
1495843200;3
1496016000;7
1496102400;7
1496188800;7
1496275200;6
1496361600;6
1496448000;3
1496620800;6
1496707200;6
1496793600;6
1496880000;6
1496966400;6
1497052800;3
1497225600;6
1497312000;6
1497398400;6
1497484800;6
1497571200;6
1497657600;3
1497830400;6
1497916800;6
1498003200;6
1498089600;6
1498176000;6
1498262400;3
1498435200;6
1498521600;6
1498608000;6
1498694400;6
1498780800;6
1498867200;3
1499040000;6
1499126400;6
1499212800;6
1499299200;6
1499385600;6
1499472000;3
1499644800;6
1499731200;6
1499817600;6
1499904000;6
1499990400;6
1500076800;3
1500249600;6
1500336000;6
1500422400;6
1500508800;6
1500595200;6
1500681600;3
1500854400;6
1500940800;6
1501027200;6
1501113600;6
1501200000;6
1501286400;3
1501459200;6
1501545600;6
1501632000;6
1501718400;6
1501804800;6
1501891200;3
1502064000;6
1502150400;6
1502236800;6
1502323200;6
1502409600;6
1502496000;3
1502668800;6
1502755200;6
1502841600;6
1502928000;6
1503014400;6
1503100800;3
1503273600;6
