6610;12/04/17;12/04/17;OK;;12/04/17;12/04/17;OK;;;
6595;19/04/17;OK;19/04/17;;19/04/17;19/04/17;OK;OK;;
6602;26/04/17;OK;OK;;26/04/17;26/04/17;OK;;;
6498;OK;OK;OK;;OK;OK;OK;OK;;
6499;OK;OK;OK;;OK;OK;OK;OK;;
6623;03/05/17;OK;OK;;03/05/17;03/05/17;OK;;;
6477;OK;OK;OK;;04/05/17;04/05/17;OK;;;
6453;OK;OK;OK;;05/05/17;05/05/17;OK;;;
6553;OK;OK;OK;;08/05/17;08/05/17;OK;;;
6435;10/05/17;OK;OK;;10/05/17;10/05/17;OK;;;
6657;OK;OK;OK;;11/05/17;11/05/17;OK;;;
6603;OK;OK;OK;;15/05/17;15/05/17;OK;;;
6442;17/05/17;OK;OK;;17/05/17;17/05/17;OK;;;
6568;OK;OK;OK;;18/05/17;18/05/17;OK;;;
6437;OK;OK;OK;;22/05/17;22/05/17;OK;;;
6445;24/05/17;OK;OK;;24/05/17;24/05/17;OK;;;
6479;OK;OK;OK;;25/05/17;25/05/17;OK;;;
6480;OK;OK;OK;;29/05/17;29/05/17;OK;;;
6458;31/05/17;OK;OK;;31/05/17;31/05/17;OK;;;
6576;01/06/17;OK;OK;;01/06/17;01/06/17;OK;;;
6591;05/06/17;OK;OK;;05/06/17;05/06/17;OK;;;
6600;07/06/17;OK;OK;;07/06/17;07/06/17;OK;;;
6596;08/06/17;OK;OK;;08/06/17;08/06/17;OK;;;
6612;13/06/17;OK;OK;;13/06/17;13/06/17;OK;;;
6286;29/03/17;OK;29/03/17;;29/03/17;29/03/17;;OK;OK;OK
6492;OK;OK;OK;;OK;OK;OK;;;
6392;03/03/17;OK;OK;;03/03/17;03/03/17;OK;;;
6345;OK;OK;OK;;22/02/17;22/02/17;;;OK;
6393;20/03/17;OK;20/03/17;20/03/17;20/03/17;20/03/17;;;;
6342;OK;OK;OK;;24/03/17;24/03/17;OK;;;
6593;OK;OK;OK;;OK;28/03/17;;;;
6350;OK;OK;OK;;OK;28/06/17;;;;
6093;15/02/17;15/02/17;OK;;15/02/17;15/02/17;OK;;;
6214;OK;OK;OK;;16/02/17;16/02/17;;;;
6454;OK;OK;OK;;OK;17/02/17;OK;OK;;
6373;20/02/17;OK;OK;OK;OK;OK;OK;;;
6299;OK;21/02/17;OK;;22/02/17;22/02/17;;;21/02/17;
6428;OK;OK;OK;;OK;23/02/17;;;;
6357;OK;02/03/17;OK;;02/03/17;02/03/17;;;;
6630;OK;OK;OK;;OK;03/03/17;;;;
6042;OK;OK;OK;06/03/17;06/03/17;06/03/17;OK;;;
6082;08/03/17;08/03/17;08/03/17;;08/03/17;08/03/17;;;;
6172;OK;09/03/17;09/03/17;;09/03/17;09/03/17;OK;;;
6655;OK;OK;OK;;13/03/17;13/03/17;;;;
6045;15/03/17;OK;14/03/17;OK;OK;OK;;;14/03/17;
6063;20/03/17;OK;20/03/17;;20/03/17;20/03/17;;;;
6087;22/03/17;22/03/17;22/03/17;;22/03/17;22/03/17;;;;
6219;24/03/17;23/03/17;23/03/17;;24/03/17;24/03/17;;;23/03/17;
6140;27/03/17;OK;OK;;27/03/17;27/03/17;;;;
6502;29/03/17;OK;29/03/17;;29/03/17;29/03/17;;;;
6222;30/03/17;30/03/17;30/03/17;;30/03/17;30/03/17;;;;
6290;03/04/17;03/04/17;03/04/17;;03/04/17;03/04/17;;;;
6410;05/04/17;05/04/17;05/04/17;;05/04/17;05/04/17;;;;
6139;OK;OK;OK;;OK;OK;;;;
6419;10/04/17;10/04/17;10/04/17;;10/04/17;10/04/17;;;;
6486;12/04/17;12/04/17;12/04/17;;12/04/17;12/04/17;;;;
6408;17/04/17;17/04/17;17/04/17;;17/04/17;17/04/17;;;;
6119;19/04/17;19/04/17;19/04/17;;19/04/17;19/04/17;;;;
6365;26/04/17;26/04/17;26/04/17;;26/04/17;26/04/17;;;;
6332;27/04/17;OK;27/04/17;;27/04/17;27/04/17;;;;
6383;03/05/17;03/05/17;03/05/17;;03/05/17;03/05/17;;;;
6426;04/05/17;04/05/17;04/05/17;;04/05/17;04/05/17;;;;
6514;08/05/17;08/05/17;08/05/17;;08/05/17;08/05/17;;;;
6046;10/05/17;10/05/17;10/05/17;;10/05/17;10/05/17;;;;
6220;11/05/17;OK;11/05/17;;11/05/17;11/05/17;;;;
6237;15/05/17;15/05/17;15/05/17;;15/05/17;15/05/17;;;;
6358;17/05/17;17/05/17;17/05/17;;17/05/17;17/05/17;;;;
6364;18/05/17;18/05/17;18/05/17;;18/05/17;18/05/17;;;;
6347;22/05/17;OK;22/05/17;;22/05/17;22/05/17;;;;
6255;24/05/17;24/05/17;24/05/17;;24/05/17;24/05/17;;;;
6629;25/05/17;25/05/17;25/05/17;;25/05/17;25/05/17;;;;
6262;29/05/17;29/05/17;29/05/17;;29/05/17;29/05/17;;;;
6367;31/05/17;31/05/17;31/05/17;;31/05/17;31/05/17;31/05/17;;;
6379;01/06/17;OK;01/06/17;;01/06/17;01/06/17;;;;
6487;05/06/17;05/06/17;05/06/17;;05/06/17;05/06/17;;;;
6395;07/06/17;07/06/17;07/06/17;;07/06/17;07/06/17;;;;
6516;08/06/17;08/06/17;OK;;08/06/17;08/06/17;;;;
6226;12/06/17;12/06/17;12/06/17;;12/06/17;12/06/17;;;;
6605;19/06/17;OK;OK;;19/06/17;19/06/17;;;;
6634;21/06/17;21/06/17;21/06/17;;21/06/17;21/06/17;;;;
6084;22/06/17;22/06/17;22/06/17;;22/06/17;22/06/17;;;;
6349;26/06/17;26/06/17;26/06/17;;26/06/17;26/06/17;;;;
6425;28/06/17;28/06/17;OK;;28/06/17;28/06/17;OK;;;
6030;OK;OK;OK;OK;OK;OK;OK;;;
6044;OK;OK;OK;OK;OK;OK;OK;;;
6048;OK;OK;OK;OK;OK;OK;OK;;;
6203;OK;OK;OK;OK;OK;OK;OK;;;
6007;OK;OK;OK;;OK;OK;OK;;;
6154;OK;OK;OK;;29/05/17;29/05/17;OK;;;
6269;OK;01/03/17;OK;;OK;01/03/17;;;;
6034;02/03/17;OK;OK;OK;02/03/17;OK;OK;;;
6625;07/03/17;07/03/17;OK;OK;OK;OK;OK;;;
6010;22/02/17;22/02/17;22/02/17;;22/02/17;22/02/17;22/02/17;;;
6134;OK;23/02/17;OK;;23/02/17;23/02/17;OK;;;
6142;24/02/17;OK;24/02/17;OK;OK;OK;;;;
6654;OK;OK;OK;;OK;02/03/17;;;;
6062;OK;OK;OK;OK;OK;OK;OK;;;
6033;06/03/17;OK;OK;OK;OK;OK;OK;;;
6137;08/03/17;OK;08/03/17;08/03/17;OK;08/03/17;;;;
6261;OK;09/03/17;OK;;09/03/17;09/03/17;;;;
6189;OK;10/03/17;OK;;10/03/17;10/03/17;10/03/17;;;
6079;OK;OK;OK;;OK;OK;;;OK;OK
6006;OK;OK;OK;;OK;OK;;;;
6115;17/03/17;16/03/17;OK;;17/03/17;17/03/17;;;16/03/17;
6050;20/03/17;OK;OK;;20/03/17;20/03/17;;20/03/17;;
6021;22/03/17;22/03/17;22/03/17;;22/03/17;22/03/17;OK;;;
6053;23/03/17;23/03/17;OK;;23/03/17;23/03/17;OK;;;
6023;OK;OK;OK;;OK;OK;OK;;;
6218;29/03/17;29/03/17;29/03/17;;29/03/17;29/03/17;;;;
6027;30/03/17;30/03/17;30/03/17;;30/03/17;30/03/17;;;;
6047;03/04/17;OK;03/04/17;;03/04/17;03/04/17;;;;
6264;05/04/17;05/04/17;05/04/17;;05/04/17;05/04/17;;;04/04/17;
6099;06/04/17;06/04/17;06/04/17;;06/04/17;06/04/17;;06/04/17;;
6129;10/04/17;10/04/17;OK;;10/04/17;10/04/17;;;;
6168;12/04/17;12/04/17;12/04/17;;12/04/17;12/04/17;12/04/17;;;
6160;19/04/17;19/04/17;19/04/17;;19/04/17;19/04/17;;;;
6238;24/04/17;24/04/17;24/04/17;;OK;24/04/17;;;;
6187;26/04/17;26/04/17;26/04/17;;26/04/17;26/04/17;;;;
6085;27/04/17;OK;27/04/17;;27/04/17;27/04/17;27/04/17;;;
6155;03/05/17;OK;03/05/17;;03/05/17;03/05/17;03/05/17;;;
6244;04/05/17;04/05/17;04/05/17;;04/05/17;04/05/17;;04/05/17;;
6224;08/05/17;08/05/17;08/05/17;OK;08/05/17;OK;;;;
6253;10/05/17;10/05/17;OK;;10/05/17;10/05/17;OK;;;
6324;11/05/17;OK;11/05/17;;11/05/17;11/05/17;;;;
6351;15/05/17;OK;OK;;15/05/17;15/05/17;15/05/17;;;
6413;17/05/17;17/05/17;17/05/17;;17/05/17;17/05/17;;;;
6521;18/05/17;18/05/17;18/05/17;;18/05/17;18/05/17;;;;
6052;22/05/17;22/05/17;22/05/17;;22/05/17;22/05/17;;;;
6070;24/05/17;24/05/17;24/05/17;;24/05/17;24/05/17;;;;
6072;25/05/17;25/05/17;25/05/17;;25/05/17;25/05/17;;;;
6083;29/05/17;29/05/17;29/05/17;;29/05/17;29/05/17;;;;
6185;31/05/17;31/05/17;31/05/17;;31/05/17;31/05/17;;;;
6208;01/06/17;01/06/17;01/06/17;;01/06/17;01/06/17;;;;
6217;05/06/17;05/06/17;05/06/17;;05/06/17;05/06/17;05/06/17;;;
6242;07/06/17;07/06/17;07/06/17;;07/06/17;07/06/17;;;;07/06/17
6245;08/06/17;08/06/17;08/06/17;;08/06/17;08/06/17;;08/06/17;;
6257;12/06/17;12/06/17;12/06/17;;12/06/17;12/06/17;;;;
6035;19/06/17;19/06/17;19/06/17;;19/06/17;19/06/17;;;;
6250;21/06/17;21/06/17;21/06/17;;21/06/17;21/06/17;;;;
6268;22/06/17;OK;22/06/17;;22/06/17;22/06/17;OK;;;
6652;26/06/17;OK;OK;;26/06/17;26/06/17;OK;;;
6659;27/06/17;OK;27/06/17;;27/06/17;27/06/17;;;;
6088;OK;OK;OK;OK;OK;OK;;;;
6036;OK;22/02/17;OK;;22/02/17;22/02/17;;;;
6107;OK;OK;OK;;OK;17/02/17;;;;
6534;23/01/17;23/01/17;OK;;OK;23/01/17;OK;;;
6503;26/04/17;OK;26/04/17;;26/04/17;26/04/17;26/04/17;;;
6181;OK;01/03/17;OK;;01/03/17;01/03/17;;;;
6086;OK;02/03/17;OK;;02/03/17;02/03/17;;;;
6289;06/03/17;OK;OK;;OK;06/03/17;;;;
6104;08/03/17;08/03/17;08/03/17;;OK;08/03/17;08/03/17;;;
6653;OK;09/03/17;09/03/17;;09/03/17;09/03/17;09/03/17;;;
6223;13/03/17;OK;13/03/17;;OK;13/03/17;;;;
6080;15/03/17;OK;15/03/17;;15/03/17;15/03/17;;;;
6121;OK;OK;OK;;16/03/17;16/03/17;;OK;;
6348;20/03/17;OK;OK;;OK;20/03/17;OK;;;
6138;OK;OK;OK;OK;OK;OK;;;21/03/17;
6658;27/03/17;27/03/17;OK;;OK;27/03/17;;;;
6124;29/03/17;29/03/17;OK;;29/03/17;29/03/17;OK;;;
6254;OK;31/03/17;31/03/17;;31/03/17;31/03/17;;;30/03/17;
6078;03/04/17;OK;OK;;OK;03/04/17;;;;
6071;05/04/17;05/04/17;OK;;05/04/17;05/04/17;;;;
6504;OK;OK;OK;;06/04/17;06/04/17;;;;
6335;10/04/17;OK;10/04/17;;OK;10/04/17;;;;
6101;12/04/17;12/04/17;12/04/17;;12/04/17;12/04/17;;;;
6494;OK;OK;OK;;17/04/17;17/04/17;;;;
6103;19/04/17;19/04/17;19/04/17;;19/04/17;19/04/17;;;;
6421;OK;OK;OK;;24/04/17;24/04/17;;;;
6109;OK;OK;OK;;OK;OK;26/04/17;;;
6123;27/04/17;OK;OK;;27/04/17;27/04/17;OK;;;
6111;03/05/17;03/05/17;03/05/17;;03/05/17;03/05/17;;;;
6336;04/05/17;OK;04/05/17;;04/05/17;04/05/17;OK;;;
6110;08/05/17;OK;08/05/17;;08/05/17;08/05/17;;;;
6240;10/05/17;10/05/17;10/05/17;;10/05/17;10/05/17;;;;
6496;11/05/17;11/05/17;11/05/17;;11/05/17;11/05/17;11/05/17;;;
6135;15/05/17;OK;15/05/17;;15/05/17;15/05/17;;;;
6420;17/05/17;17/05/17;17/05/17;;17/05/17;17/05/17;;;;
6620;OK;18/05/17;OK;;OK;18/05/17;;;;
6094;22/05/17;22/05/17;OK;;22/05/17;22/05/17;;;;
6108;24/05/17;24/05/17;24/05/17;;24/05/17;24/05/17;24/05/17;;;
6091;OK;OK;OK;;OK;25/05/17;;;;
6133;29/05/17;29/05/17;29/05/17;;29/05/17;29/05/17;;;;
6360;31/05/17;31/05/17;31/05/17;;31/05/17;31/05/17;31/05/17;;;
6415;01/06/17;01/06/17;01/06/17;;01/06/17;01/06/17;;;;
6334;05/06/17;05/06/17;05/06/17;;05/06/17;05/06/17;;;;
6077;07/06/17;07/06/17;OK;;07/06/17;07/06/17;;;;
6102;08/06/17;08/06/17;08/06/17;;08/06/17;08/06/17;;;;
6132;12/06/17;12/06/17;12/06/17;;12/06/17;12/06/17;;;;
6068;19/06/17;19/06/17;OK;;19/06/17;19/06/17;;;;
6136;21/06/17;OK;OK;;21/06/17;21/06/17;;;;
6298;22/06/17;22/06/17;OK;;OK;OK;;;;
6118;26/06/17;OK;26/06/17;;26/06/17;26/06/17;;;;
6241;28/06/17;28/06/17;28/06/17;;28/06/17;28/06/17;;;;
6377;29/06/17;29/06/17;29/06/17;;29/06/17;29/06/17;;;;
6378;03/07/17;OK;03/07/17;;03/07/17;03/07/17;;;;
6239;05/07/17;05/07/17;05/07/17;;05/07/17;05/07/17;;;;
6092;06/07/17;OK;06/07/17;;06/07/17;06/07/17;;;;
6131;07/07/17;07/07/17;07/07/17;;07/07/17;07/07/17;;;;
6011;OK;22/02/17;OK;;OK;22/02/17;;;OK;
6116;OK;OK;OK;;OK;17/02/17;;;;
6323;24/02/17;OK;OK;OK;OK;OK;OK;;;
6117;OK;OK;OK;;OK;22/02/17;;OK;;
6020;22/02/17;22/02/17;22/02/17;;OK;22/02/17;;;;
6196;OK;23/02/17;OK;;23/02/17;23/02/17;OK;;;
6283;OK;OK;OK;;OK;24/02/17;;;;
6025;03/03/17;OK;03/03/17;;03/03/17;03/03/17;OK;;02/03/17;
6130;06/03/17;OK;06/03/17;;OK;06/03/17;;;;
6490;07/03/17;OK;OK;OK;OK;OK;OK;;;
6354;08/03/17;08/03/17;08/03/17;;08/03/17;08/03/17;;08/03/17;;
6285;OK;OK;OK;;09/03/17;09/03/17;;;;
6076;10/03/17;10/03/17;OK;OK;OK;OK;;;;
6002;13/03/17;13/03/17;OK;;OK;13/03/17;OK;;;
6294;15/03/17;OK;15/03/17;;15/03/17;15/03/17;;;;15/03/17
6049;OK;OK;OK;;16/03/17;16/03/17;OK;OK;OK;OK
6024;17/03/17;OK;17/03/17;OK;17/03/17;OK;;OK;;
6161;20/03/17;20/03/17;OK;;OK;20/03/17;OK;;;
6100;OK;OK;OK;;OK;22/03/17;;;;
6302;OK;OK;OK;;23/03/17;23/03/17;;;;
6058;27/03/17;27/03/17;OK;;OK;27/03/17;OK;;;
6056;29/03/17;29/03/17;29/03/17;;29/03/17;29/03/17;;;;
6384;OK;OK;OK;;30/03/17;30/03/17;;;;
6284;OK;OK;OK;;03/04/17;03/04/17;;;;
6282;05/04/17;OK;OK;;05/04/17;05/04/17;OK;;;
6412;07/04/17;OK;OK;;07/04/17;07/04/17;;;06/04/17;
6001;10/04/17;OK;10/04/17;;10/04/17;10/04/17;;;;
6167;12/04/17;12/04/17;OK;;12/04/17;12/04/17;OK;;;
6038;19/04/17;19/04/17;19/04/17;;19/04/17;19/04/17;;19/04/17;18/04/17;
6008;24/04/17;OK;OK;;24/04/17;24/04/17;OK;;;
6459;26/04/17;26/04/17;26/04/17;;26/04/17;26/04/17;;26/04/17;;
6106;27/04/17;OK;27/04/17;;27/04/17;27/04/17;OK;;;
6097;03/05/17;03/05/17;03/05/17;;03/05/17;03/05/17;;;;
6281;04/05/17;OK;OK;;04/05/17;04/05/17;OK;;;
6361;08/05/17;OK;08/05/17;;08/05/17;08/05/17;;;;
6057;10/05/17;10/05/17;10/05/17;;10/05/17;10/05/17;;;;
6127;11/05/17;OK;OK;;11/05/17;11/05/17;;;;
6522;15/05/17;OK;OK;;15/05/17;15/05/17;;OK;OK;OK
6018;17/05/17;OK;OK;;17/05/17;17/05/17;17/05/17;;;
6095;18/05/17;OK;OK;;18/05/17;18/05/17;OK;;;
6204;22/05/17;22/05/17;22/05/17;;22/05/17;22/05/17;;;;22/05/17
6246;24/05/17;24/05/17;24/05/17;;24/05/17;24/05/17;;;;
6387;25/05/17;25/05/17;OK;;25/05/17;25/05/17;;;;
6074;29/05/17;OK;29/05/17;;29/05/17;29/05/17;;;;
6075;31/05/17;31/05/17;31/05/17;;31/05/17;31/05/17;;;;
6028;01/06/17;OK;01/06/17;;01/06/17;01/06/17;;;;
6256;OK;OK;OK;;OK;OK;;;;
6156;07/06/17;07/06/17;07/06/17;;07/06/17;07/06/17;;;;
6390;08/06/17;08/06/17;OK;;08/06/17;08/06/17;;;;
6293;OK;OK;OK;;OK;OK;;;;
6391;19/06/17;OK;19/06/17;;19/06/17;19/06/17;;;;
6462;21/06/17;OK;21/06/17;;21/06/17;21/06/17;;;;
6304;22/06/17;22/06/17;22/06/17;;22/06/17;22/06/17;;;;
6017;OK;OK;OK;OK;OK;OK;OK;;;
6143;OK;23/02/17;23/02/17;;23/02/17;23/02/17;23/02/17;;;
6113;OK;OK;OK;;16/02/17;16/02/17;OK;;;
6169;OK;OK;OK;;OK;17/02/17;OK;OK;;
6041;23/02/17;OK;23/02/17;;OK;23/02/17;OK;;;
6009;21/02/17;21/02/17;OK;OK;OK;OK;OK;;;
6026;22/02/17;22/02/17;22/02/17;;22/02/17;22/02/17;;;;
6013;OK;OK;OK;;24/02/17;24/02/17;;;23/02/17;
6274;01/03/17;OK;OK;OK;OK;OK;;;;
6073;02/03/17;OK;02/03/17;;OK;02/03/17;OK;;;
6029;OK;OK;03/03/17;;OK;03/03/17;;;;
6040;06/03/17;OK;06/03/17;OK;06/03/17;OK;;;;
6032;08/03/17;08/03/17;08/03/17;;08/03/17;08/03/17;;;07/03/17;
6043;10/03/17;10/03/17;OK;;10/03/17;10/03/17;OK;;09/03/17;
6399;OK;10/03/17;OK;OK;OK;OK;;;;
6019;13/03/17;OK;OK;OK;13/03/17;OK;OK;;;
6326;15/03/17;15/03/17;15/03/17;;15/03/17;15/03/17;;;;
6501;16/03/17;16/03/17;16/03/17;;OK;16/03/17;;;;
6234;20/03/17;20/03/17;20/03/17;20/03/17;OK;20/03/17;;;;
6417;22/03/17;OK;OK;22/03/17;22/03/17;22/03/17;OK;;;
6014;23/03/17;OK;23/03/17;;23/03/17;23/03/17;OK;;;
6015;27/03/17;27/03/17;OK;;27/03/17;27/03/17;OK;;;
6249;29/03/17;29/03/17;29/03/17;;29/03/17;29/03/17;29/03/17;;28/03/17;
6054;30/03/17;30/03/17;OK;;30/03/17;30/03/17;;;;
6198;OK;03/04/17;OK;;OK;03/04/17;;;;
6016;05/04/17;05/04/17;05/04/17;;05/04/17;05/04/17;;;;
6508;OK;OK;OK;;OK;06/04/17;OK;;;
6489;12/04/17;12/04/17;12/04/17;;12/04/17;12/04/17;;;11/04/17;
6611;OK;OK;OK;;OK;17/04/17;;;;
6037;19/04/17;19/04/17;19/04/17;;19/04/17;19/04/17;19/04/17;;;
6005;26/04/17;OK;OK;;26/04/17;26/04/17;OK;;25/04/17;
6346;27/04/17;OK;OK;;27/04/17;27/04/17;OK;;;
6051;03/05/17;03/05/17;03/05/17;;03/05/17;03/05/17;;;;
6325;04/05/17;OK;OK;;04/05/17;04/05/17;;;;
6512;08/05/17;OK;08/05/17;;08/05/17;08/05/17;;;;
6120;10/05/17;10/05/17;10/05/17;;10/05/17;10/05/17;10/05/17;;;
6112;11/05/17;11/05/17;11/05/17;;11/05/17;11/05/17;;;;
6128;15/05/17;OK;15/05/17;;15/05/17;15/05/17;;;;
6159;17/05/17;17/05/17;17/05/17;;17/05/17;17/05/17;;;;
6201;18/05/17;18/05/17;18/05/17;;18/05/17;18/05/17;;;;
6297;22/05/17;OK;OK;;OK;22/05/17;OK;;;
6235;24/05/17;24/05/17;24/05/17;;24/05/17;24/05/17;24/05/17;;;
6484;25/05/17;25/05/17;25/05/17;;25/05/17;25/05/17;;;;
6145;OK;OK;OK;;OK;OK;;;;
6656;31/05/17;31/05/17;31/05/17;;31/05/17;31/05/17;31/05/17;;;
6146;01/06/17;01/06/17;01/06/17;;01/06/17;01/06/17;;;;
6191;05/06/17;05/06/17;05/06/17;;05/06/17;05/06/17;;;;
6270;07/06/17;07/06/17;07/06/17;;07/06/17;07/06/17;OK;;;
6272;08/06/17;08/06/17;08/06/17;;08/06/17;08/06/17;;;;
6305;13/06/17;13/06/17;13/06/17;;13/06/17;13/06/17;13/06/17;;;
6266;19/06/17;19/06/17;OK;;19/06/17;19/06/17;;;;
6506;21/06/17;21/06/17;21/06/17;;21/06/17;21/06/17;21/06/17;;;
6151;22/06/17;22/06/17;22/06/17;;22/06/17;22/06/17;;;;
6190;26/06/17;26/06/17;26/06/17;;26/06/17;26/06/17;;;;
6355;28/06/17;28/06/17;28/06/17;;28/06/17;28/06/17;OK;;;
6374;29/06/17;29/06/17;29/06/17;;29/06/17;29/06/17;;;;
6385;03/07/17;03/07/17;03/07/17;;03/07/17;03/07/17;;;;
6527;05/07/17;05/07/17;05/07/17;;05/07/17;05/07/17;;;;
6213;23/02/17;OK;23/02/17;;23/02/17;23/02/17;;23/02/17;;
6183;OK;OK;OK;;16/02/17;16/02/17;;;;
6173;24/02/17;OK;OK;OK;24/02/17;OK;OK;;;
6171;20/02/17;OK;OK;;OK;20/02/17;;;;20/02/17
6200;22/02/17;OK;22/02/17;;22/02/17;22/02/17;;22/02/17;;
6210;21/02/17;OK;OK;;21/02/17;21/02/17;;21/02/17;;
6456;01/03/17;01/03/17;OK;;OK;01/03/17;;;;
6292;02/03/17;OK;OK;;OK;02/03/17;OK;;;
6313;OK;OK;06/03/17;;06/03/17;06/03/17;;;;
6184;08/03/17;OK;08/03/17;;08/03/17;08/03/17;;08/03/17;;
6353;OK;OK;09/03/17;;09/03/17;09/03/17;;;;
6175;13/03/17;OK;13/03/17;;13/03/17;13/03/17;;;;
6209;OK;OK;OK;;OK;15/03/17;OK;;;
6199;16/03/17;OK;16/03/17;;16/03/17;16/03/17;;;;
6628;OK;OK;OK;;OK;20/03/17;;;;
6359;OK;22/03/17;OK;;OK;22/03/17;;;;
6150;23/03/17;OK;23/03/17;;23/03/17;23/03/17;23/03/17;;;
6170;27/03/17;OK;27/03/17;;27/03/17;27/03/17;;;;
6211;29/03/17;OK;29/03/17;;29/03/17;29/03/17;;;;
6280;30/03/17;OK;30/03/17;;30/03/17;30/03/17;;;;
6366;03/04/17;OK;03/04/17;;03/04/17;03/04/17;;;;
6362;05/04/17;OK;05/04/17;;05/04/17;05/04/17;05/04/17;;;
6627;06/04/17;OK;06/04/17;;06/04/17;06/04/17;OK;;;
6180;10/04/17;OK;OK;;10/04/17;10/04/17;;;;
6311;12/04/17;12/04/17;12/04/17;;12/04/17;12/04/17;12/04/17;;;
6455;17/04/17;OK;17/04/17;;17/04/17;17/04/17;;;;
6330;19/04/17;OK;19/04/17;;19/04/17;19/04/17;19/04/17;;;
6230;24/04/17;OK;OK;;24/04/17;24/04/17;;;;
6356;26/04/17;OK;26/04/17;;26/04/17;26/04/17;26/04/17;;;
6491;28/04/17;OK;OK;;OK;28/04/17;;;27/04/17;
6363;03/05/17;OK;OK;;03/05/17;03/05/17;;;02/05/17;
6186;08/05/17;OK;OK;;08/05/17;08/05/17;OK;;;
6195;10/05/17;OK;10/05/17;;10/05/17;10/05/17;10/05/17;;;
6163;11/05/17;OK;OK;;11/05/17;11/05/17;OK;;;
6174;15/05/17;OK;15/05/17;;15/05/17;15/05/17;;;;
6216;17/05/17;OK;17/05/17;;17/05/17;17/05/17;;;;
6227;18/05/17;OK;18/05/17;;18/05/17;18/05/17;;;;
6252;22/05/17;OK;22/05/17;;22/05/17;22/05/17;;;;
6291;24/05/17;OK;24/05/17;;24/05/17;24/05/17;;;;
6193;25/05/17;OK;25/05/17;;25/05/17;25/05/17;;;;
6329;29/05/17;29/05/17;29/05/17;;29/05/17;29/05/17;;;;
6303;31/05/17;31/05/17;OK;;31/05/17;31/05/17;;;;
6308;01/06/17;OK;01/06/17;;01/06/17;01/06/17;01/06/17;;;
6215;05/06/17;OK;05/06/17;;05/06/17;05/06/17;;;;
6277;07/06/17;07/06/17;07/06/17;;07/06/17;07/06/17;;;;
