3315;t;;1483541393;TASK0198441;;2;8;1;10;3699;2017-01-04
3336;t;;1483028185;INC0196527;;3;4;1;2;3374;2016-12-29
3357;t;;1479560866;INC0188051;;8;6;1;2;3462;2016-11-19
3378;t;;1476978280;INC;;3;4;1;2;3373;2016-10-20
3399;t;;1483448142;INC0198241;;1;7;1;2;3670;2017-01-03
3420;t;;1481813297;TASK0159431;;10;9;1;6;3576;2016-12-15
3441;t;;1479832327;TASK0152925;;10;9;1;2;3364;2016-11-22
3462;t;;1479832415;TASK0126660;;9;10;1;8;3521;2016-11-22
3483;t;;1484649196;INC0200847;;9;10;1;2;3382;2017-01-17
3504;t;;1482770456;INC0196211;;1;7;1;2;3681;2016-12-26
3525;t;;1481152844;INC0191645;;3;4;1;2;3389;2016-12-07
3546;t;;1475086112;INC0175970;;4;2;1;2;3661;2016-09-28
3567;t;;1484675793;TASK0168241;;4;2;1;8;3410;2017-01-17
3588;t;;1484921485;INC0201910;;1;7;1;2;3677;2017-01-20
3609;t;;1484251618;INC0199917;;9;10;1;2;3366;2017-01-12
3630;t;;1484929592;TASK0169579;;1;7;1;8;3678;2017-01-20
3651;t;;1484753929;TASK0168657;;1;7;1;10;3659;2017-01-18
3672;t;;1484066222;INC0199059;;4;2;1;2;3353;2017-01-10
3693;t;;1478544326;INC0184810;;4;2;1;2;3310;2016-11-07
3714;t;;1475251082;INC0176239;;8;6;1;2;3457;2016-09-30
3735;t;;1473432454;INC0171533;;10;9;1;2;3354;2016-09-09
3756;t;;1473861469;INC0172826;;10;9;1;2;3318;2016-09-14
3777;t;;1472479250;INC0168865;;6;1;1;2;3458;2016-08-29
3798;t;;1472495169;TASK0115106;;2;8;1;2;3700;2016-08-29
3819;t;;1477314112;TASK0144723;;1;7;1;8;3679;2016-10-24
3840;t;;1485265654;TASK0170272;;5;3;1;8;3450;2017-01-24
3861;t;;1474557215;Null;;10;9;1;5;3426;2016-09-22
3882;t;;1472561592;TASK0126641;;2;8;1;2;3690;2016-08-30
3903;t;;1477499712;TASK0145611;;4;2;1;8;3719;2016-10-26
3924;t;;1485553389;INC0203421;;3;4;1;2;3374;2017-01-27
3945;t;;1478628228;INC0185166;;1;7;1;2;3659;2016-11-08
3966;t;;1485612172;INC0203685;;5;3;1;2;3272;2017-01-28
3987;t;;1474919270;INC0175083;;8;6;1;2;3720;2016-09-26
4008;t;;1485285087;TASK0170401;;5;3;1;8;3459;2017-01-24
4029;t;;1477501930;TASK0134988;;2;8;1;1;3637;2016-10-26
4050;t;;1481559827;TASK0126619;;9;10;1;6;3304;2016-12-12
4071;t;;1476797997;TASK0143127;;3;4;1;8;3718;2016-10-18
4092;t;;1480352757;TASK0126681;;10;9;1;10;3275;2016-11-28
2130;t;;1478031999;TASK0145215;;10;9;1;2;3264;2016-11-01
2152;t;;1481732004;INC0193095;;2;8;1;2;3710;2016-12-14
2174;t;;1478043991;TASK0140258;;2;8;1;2;3695;2016-11-01
2196;t;;1481739003;TASK0156302;;10;9;1;6;3319;2016-12-14
2218;t;;1479329429;INC0186552;;4;2;1;8;3530;2016-11-16
2240;t;;1475069693;INC0176127;;4;2;1;2;3444;2016-09-28
2262;t;;1481746151;TASK0158223;;10;9;1;6;3605;2016-12-14
2284;t;;1479839553;TASK0152892;;7;5;1;6;3689;2016-11-22
2306;t;;1479839962;INC0188607;;1;7;1;2;3666;2016-11-22
2328;t;;1478182412;INC0184340;;1;7;1;2;3673;2016-11-03
2350;t;;1483472803;INC0198225;;4;2;1;2;3458;2017-01-03
2372;t;;1482246686;TASK0160778;;10;9;1;8;3654;2016-12-20
2394;t;;1480963768;TASK0156346;;5;3;1;9;3321;2016-12-05
2416;t;;1483365904;INC0197466;;5;3;1;2;3283;2017-01-02
2438;t;;1482259661;INC0194498;;1;7;1;2;3677;2016-12-20
2460;t;;1482499738;INC0195535;;8;6;1;2;3562;2016-12-23
2482;t;;1481118195;TASK0154478;;8;6;1;8;3555;2016-12-07
2504;t;;1479924900;TASK0138398;;9;10;1;8;3283;2016-11-23
2526;t;;1484767375;INC201134;;10;9;1;2;3701;2017-01-18
2548;t;;1484777359;INC0201439;;10;9;1;2;3528;2017-01-18
2570;t;;1484130870;TASK0166263;;9;10;1;8;3266;2017-01-11
2592;t;;1484820628;INC0201566;;9;10;1;2;3702;2017-01-19
2614;t;;1483795679;TASK0126731;;3;4;1;10;3460;2017-01-07
2636;t;;1484149264;INC0199894;;9;10;1;2;3442;2017-01-11
2658;t;;1473514897;TASK0126018;;2;8;1;8;3684;2016-09-10
2680;t;;1471890228;INC0166298;;5;3;1;2;3539;2016-08-22
2702;t;;1473687649;TASK0131821;;1;7;1;8;3660;2016-09-12
2724;t;;1472575152;INC0169373;;10;9;1;2;3368;2016-08-30
2746;t;;1472656289;INC0169307;;6;1;1;2;3301;2016-08-31
2769;t;;1477401767;TASK0145171;;1;7;1;1;3660;2016-10-25
2791;t;;1473977309;INC;;10;9;1;2;3720;2016-09-15
2812;t;;1474390427;TASK0131431;;1;7;1;8;3668;2016-09-20
2833;t;;1485360298;INC0203009;;9;10;1;2;3654;2017-01-25
2854;t;;1476200122;TASK0141292;;7;5;1;1;3612;2016-10-11
2875;t;;1485797895;TASK0171764;;2;8;1;6;3643;2017-01-30
2896;t;;1477414223;INC0182096;;3;4;1;2;3353;2016-10-25
2917;t;;1474050370;TASK0134435;;8;6;1;8;3494;2016-09-16
2938;t;;1479128300;TASK;;4;2;1;8;3317;2016-11-14
